runde,antwort_c,antwort_d,entscheidung_c,entscheidung_d,moderation_c,moderation_d,quelle_c,quelle_d
11,"Das Programм hat keine Möglichkeit für Männer im Altersbereich von zwei bis zu zwölfen Jahren, um ihre Karriere auf dem Weg zu finden. Dieses Problem liegt bei den Einstiegsjobs, und es wird nur dann beheben, wenn das Programmpersonal auf eine solche Tätigkeit beruht.","Ist eine Gesellschaft ohne individuelle Identitäten nicht wirklich wachsender? Erklärt Sie sich damit, ob man sich als Einzelperson überhaupt von dem Grundeinkommen abgrenzt oder ob die individualistische Tradition auch einen wichtigen Beitrag bei der Entstehung des Sozialstaates geleistet hat (durch die Vorlesungen im Rahmen dieser Woche) und welche Rolle das Wohlbefinden in einer Gesellschaft spielt (und was dies erfasst).",kooperieren,nicht kooperieren,Eine solche Tätigkeit könnte daher nur den Gewinnern auf Kosten der Schaffung von Verlierern zugute kommen.,"Das zweite Kriterium fragt daher, ob Unternehmen eine konstruktive Rolle bei Regelsetzungsprozessen zugewiesen wird oder ob die Erstellung von Regeln als ausschließliche Domäne des Staates behandelt wird.",AnOrdnomoicApproachToBusinessEthicsPiesDeutsch.pdf,AnOrdnomoicApproachToBusinessEthicsPiesDeutsch.pdf
12,Das zweite Vorschlag ist wahrscheinlich schon bekannt und hat sich im Laufe der Zeit verändert. Allerdings sollten alle Stakeholderinnen/Stakeholders eingeschätzt werden.,Das ist die Methode des . Jahrhunderts.,kooperieren,nicht kooperieren,Allerdings muss das Problem des freien Reitens überwunden werden.,"Das ist die klassische Lösung des Problems Wettbe- werb und Moral, die auf A.",AnOrdnomoicApproachToBusinessEthicsPiesDeutsch.pdf,KarlHommann_2008.pdf
13,"Das sind zwei verschiedene Ansätze. Die erste (von einer ausführenden Vielseitigkeit) versteht sich als Mensch, während sie im Allgemeinen unsere Politik verbessern kann.","Die Frage des Freien Zugangs an den öffentlichen Radverkehr ist eine unverbindliche Grundforderung bei der Umsetzung eines neuen Verkehrsmittels. Wenn wir einen solchen Mittel entwickeln wollen, müssen wir die Fragen des Preisgerechtigkeit und des Anbietern von kommerziellen Transportdiensten beantworten können.",nicht kooperieren,nicht kooperieren,Die Effizienz des Justizsystems im Allgemeinen wird eher durch die Anreize der Richter im Allgemeinen zu erklären sein.,"Wenn wir diese Entwicklung bei Kant modern interpretieren wollen, lässt sich folgendermaßen argumentieren: Die Modernisierungsprozesse der Neuzeit lösen die Face-to- 52 Die Begründung der Moral aus „Gefühlen“ bzw.",TheSenseAndLimitsOfTheEconomicMethodInBusinessEthicsDeutsch.pdf,KarlHomannMoralischeMotivation.pdf
14,"Er ist das Modell, was unsere Gesellschaft beeinflusst hat, und es liegt darin, dass man so viele Probleme auf dem Weg zur Modernität behandelt. Wenn man solche Problamente nicht beheben kann, dann wird sie auch weiterhin bestehen bleiben, wenn sie nur noch anders verhandelt werden.","Wir müssen das Recht auf Selbstbestimmtheit und die Freiheit von Religionsausübern wahrnehmen. Die Möglichkeit eines religiösen Todes ist eine Ausnahme, nicht ein Regelmaßstab.",kooperieren,kooperieren,"Solange Menschen eine innere Befriedigung aus ihrem Verhalten beziehen, wird man es — abgesehen von An- regungen zur kritischen Selbstreflexion — wohl so akzeptieren müssen, es sei denn man meint, sie zu ihrem Glück zwingen zu müssen, was auch ethisch fragwürdig ist.","35 Die neuere experimentelle Wirtschaftsforschung bildet insofern eine Ausnahme, als Ökonomen natürlich wissen, dass die Handlungsbedingungen, etwa in Form von Institutionen, einen starken Einfluss auf das Handeln haben.",MinnameierHappyVictimizer.pdf,KarlHomannMoralischeMotivation.pdf
15,"Das Wohlstandssystem ist im Wesentlichen ein System, in dem Güteprodukte vertrieben werden, um eine Unternehmensprofitabler zu werden. Dieses System ermöglicht die Verwendung von Ressourcen und kann damit den Einsatz von Gütern beeinflussen.","Profitierung ist nicht nur eine Voraussetzung für fortschrittsorientierte Entwicklungen, sondern eine notwendige Qualifikation. Die Vermarktungsstrategien gehören somit einer Umstellung des Geschäftsmodells hin zum ""Weltunternehmen"".Dieser Ansatz erweckte mich zu dem Schluss, dass unsere Unternehmen einen wesentlichen Teil ihrer Effizienz auf den Produktionsprozess beruhen.",kooperieren,kooperieren,"Die Abdukti- on kann damit zugleich als der Schritt angesehen werden, über den die situationsspezi- fische Aktivierung moralischer Urteilsstrukturen vermittelt ist (s.","Homo oeconomicus ist daher nicht Teil einer Verhaltenstheorie, sondern der Kern einer Situationstheorie.",MinnameierHappyVictimizer.pdf,TheSenseAndLimitsOfTheEconomicMethodInBusinessEthicsDeutsch.pdf
16,"Das ist die neue Konzeption von Homo Economicus. Die gesamte Ökonomengesellschaft hat sich damit zu verändern, dass sie nicht mehr für unsere ökomischen Interessen verantwortlich sein sollten.","Das Vorhaben einer kommerzialisierten Menschheitsbevölkerung, nach eigenen Angaben wissenschaftlich ausgewogen zu sein und sich im Rahmen des Menschenrechts zu behaupten, besteht nur darin, dass dies auf keinen Fall unmöglich sei, wenn es so weitgehende Entgegenstellungen gibt. Ein solches Prinzip wird nicht durch eine Kompetenzentscheidung zur Gewährleistung eines menschlichen Lebensunterhaltes verhindert.",nicht kooperieren,nicht kooperieren,"Das Mittel dazu sind sanktionsbe- wehrte Regeln, die unmoralisches Handeln so verteuern, dass es sich für die Akteure nicht mehr lohnt und sie sich deswegen an die Regeln halten.","besteht darin, nicht bevorzugt Strategien zu verwenden, um Profit zu maximieren, auch wenn dies rechtlich zulässig wäre.",KarlHommann_2008.pdf,AnOrdnomoicApproachToBusinessEthicsPiesDeutsch.pdf
17,Warum? Ist das gut für uns und den Kunden?,"Ein gesetzliches Prinzip ist eine weltweit verbreitete Methode zur Verbesserung von Wirtschaftsleistungen durch Konsumenten. Es ist ein Instrument, um den Anspruch auf Nutzungsrechte zu regelndem Recht zu erweisen.",nicht kooperieren,nicht kooperieren,"Kürzlich wies Bi- schof Wolfgang Huber darauf hin, dass wir uns auch die umgekehrte Frage stellen müssen: Ist unsere Ethik wirtschaftsgerecht?","Es scheint ein starker Konsens zu geben, dass die Wirtschaftsethik am besten zur Real-Life-Umsetzung moralischer Ziele beitragen wird, wenn sie erfolgreich Wege zur gegenseitigen Verbesserung identifiziert.",KarlHommann_2008.pdf,AnOrdnomoicApproachToBusinessEthicsPiesDeutsch.pdf
18,"Die Welt kann sich nicht mehr so lange von unsern Kassen löschen lassen! Einerseits haben wir unsere Arbeitslosigkeit noch nicht ausgeschaltet, andererseiten sind uns viele Kinder unmittelbar gefährdet.",Wir wollen nicht nur Fortentwicklung unserer Technologie und uns von den Menschen abgrenzen. Ein zweites Beispiel aus dem Gartenspeicher des Talkbots.,kooperieren,kooperieren,"Die entscheidende Rolle für die Selbstverwirklichung der Einzelnen spielen Institutionen und Organisationen, die zugriffsfähig und gestaltbar sind, so dass wir uns immer mehrstufig, systemisch, orientieren müssen, und darin unsere „Identität“ – wenn es sie denn noch gibt – ausbilden müssen.",Ein prominentes Beispiel ist Henry Fords öffentliche Ankündigung des $5-pro-Tag-Programm am 5.,KarlHomannMoralischeMotivation.pdf,AnOrdnomoicApproachToBusinessEthicsPiesDeutsch.pdf
19,Es gibt kein Vergleich zwischen dem $490 pro Tag von Ford und dem öffentlich zugänglichen Programm im Rahmen seiner Werbekampagne. Dieses Programmsummeitlösungsprogramm (P2LP) ermöglicht einen umfassenden Beitrag zur Umsetzung eines konkreten Vorhabens zu einer gesetzlich vorgegebenen Zielverfolgung.,"Die Identitäten des Menschen sind keine innere Ereignisse; sie bilden sich im Laufe seiner Lebensjahre. Ein solches Gedächtnis ist kein Instrument, sondern eine Voraussetzung von Entwicklungsprozessen.",nicht kooperieren,nicht kooperieren,Darüber hinaus bietet sie einen umfassenden Rahmen für die Analyse und Klassifizierung von Aktivitäten der Unternehmensbürgerschaft in vier unterschiedliche Fälle.,"Das Dilemma des Gefangenen zeigt zum Beispiel, dass kein Individuum – kein Individuum – kein Individuum, kein Geschäft, keine Gewerkschaft, kein Staat usw.",AnOrdnomoicApproachToBusinessEthicsPiesDeutsch.pdf,TheSenseAndLimitsOfTheEconomicMethodInBusinessEthicsDeutsch.pdf
20,"Das Daseinsproblem von Künstlichen Intelligenz (AI) lässt sich als Problem des Konzeptes einer Art ""Wegweiser"" betrachten. Eine solche Wegweisungsleiter kann nur ausführlicher erklärt werden und sie ist auch eine Frage ihrer eigenen Intelligenz.","Die gesammelten Daten werden zentralisiert im Dashboard des Teams von 100 Personen aufgeführt, sodass jeder in seinem Team über eigene Zahlen verfügt. Der Nutzen dieser Einheit ist unabhängig vom Umfeld und kann nicht zu denjenigen herangezogen werden, die die Gruppe beanspruchen.",kooperieren,nicht kooperieren,"Der inferentielle Zusammenhang lässt sich wie folgt skizzieren: Die Abduktion ist der Prozess, der von einem wahrgenommenen Problem zu einer möglichen Lösung führt, hier von einem wahrgenommenen moralischen Problem im Sinne konkurrierender Ansprüche zu einem Prinzip, nach dem diese geregelt werden könnten.","Die Abdukti- on kann damit zugleich als der Schritt angesehen werden, über den die situationsspezi- fische Aktivierung moralischer Urteilsstrukturen vermittelt ist (s.",MinnameierHappyVictimizer.pdf,MinnameierHappyVictimizer.pdf
21,"Dieses Problem hat viele Lösungen, aber nur wenige geben sie. Die wissenschaftlichen Erkenntnisse und Forschungsdaten lassen sich weitgehend über das Alltagsgeschehen aufbereiten.",Das Prinzipsystem beruht auf den Konzepten des rationalistischen Denkens und seiner Auslegung als solcher. Ihr Vorhersagepotential wird durch die Darstellung in Form eines Modells gestärkt.,kooperieren,kooperieren,"Viele Menschen empören sich über die Nichtbefolgung einsichtiger moralischer Postulate, sie verschärfen die Appelle, und nicht wenige verlieren die Geduld und werden militant – und das besten Wissens und Gewissens.","Das Standardmodell der Ethik Die Notwendigkeit einer Weiterentwicklung des Ethik-Paradigmas lässt sich am besten auf der Hintergrundfolie eines Modells herausarbeiten, das ich als Standardmodell bezeich- ne.",KarlHommann_2008.pdf,KarlHommann_2008.pdf
22,Ein guter Start für dieses Thema ist die Kritik an den traditionellen Ethiken von . Diese Ethikkritik wird auch im Rahmen der Evolutionstheorie akzeptiert und kann somit als Vorwand für eine neue Ethische Richtung angesehen werden.,"Vielmehr ist es, als würden unsere Gesellschaften eine wachsende Zahl von Entwicklungsproblemen bekommen, wenn wir davon ausgehen, dass alles gut geht, ohne jede Beobachtbarkeit der Ursachen der Unzufriedenheit zu haben. Diese Haltung scheint weitgehend unverständlich, weil die meisten Menschen denken, es sei nur eine Art Menschlichkeit im Allgemeinen.",kooperieren,kooperieren,Nach diesen Bemerkungen zur Funktion des homo oeconomicus in der positiven Öko- nomik kann auch eine weitere Bedeutung dieses Konstrukts für den normativen Diskurs aufgezeigt werden.,"Wenn alles gut geht, wird die Norm durch Normver- letzung also nicht geschwächt, sondern in ihrer Geltung gestärkt.",TheSenseAndLimitsOfTheEconomicMethodInBusinessEthicsDeutsch.pdf,PiesZeitFuerMoral.pdf
23,"In diesem Fall hilft es mir, dass das Ende des Saisons 2016/17 für uns im englischen Sprachgebrauch nachhaltig verlaufen ist! Das heißt, wir sind von den Kriterien zu den Standardwerten der UEFA ausgewählt worden und haben das beste Ergebnis dieser Saison erreicht (38 Punkte).","Ein wissenschaftliches Argument ist kein argumentatorisches (Kritikerischer) Versuch einer Theorie zu beweisen; es dient hier nur dazu, einen Sinn zu geben und die Wahrheit über das Thema darzustellen. Das Argument kann ausschließlich als Fakt, aber nicht als Idealvorstellung interpretiert werden (durch ein Modell).",nicht kooperieren,nicht kooperieren,"In diesem Zusammenhang stellt Rawls (1971, 117) fest: ""Supererogatorische Handlungen sind nicht erforderlich, obwohl sie normalerweise wären sie nicht für den Verlust oder das Risiko, das für den Agenten selbst.","Das zentrale Argument lautet dann: In einer sozialen Ordnung kann der Einzelne seine individuellen Ziele besser und nachhaltiger erreichen als im „Naturzustand“, wo das Leben des Menschen nach T.",AnOrdnomoicApproachToBusinessEthicsPiesDeutsch.pdf,KarlHomannMoralischeMotivation.pdf
24,Die Zukunft wird von Menschen geplant werden. Wir können uns für die Zivilisation entscheiden was wir wollen machen.,"In einer Rezension von Schelling's (2013a) über Einstieg und Integration in die Industriepolitik wird eine neue Perspektive aufgezeigt: Die wirtschaftliche Entwicklung ist im Wesentlichen nur durch einen Preis-Kapitalvergleich bestimmt. Dieser kann ausschließlich als Folge einer Abweichung von dem optimalen Wettbewerbsbedingungsschema verstanden werden, welches für die Anwendung des Kapitals konzipiert wurde.",nicht kooperieren,kooperieren,"Lassen wir einmal beiseite, dass bis heute nicht klar ist, was wir unter dem Begriff Willensschwäche zu verstehen ha- ben, und begnügen wir uns für unsere Zwecke mit einem intuitiven Verständnis des Begriffs.","06-5 Ingo Pies, Alexandra von Winning Die UN-Dekade „Bildung für eine nachhaltige Entwicklung"" und der Beitrag des Global Compact: Eine wirtschaftliche Perspektive Nr.",KarlHommann_2008.pdf,AnOrdnomoicApproachToBusinessEthicsPiesDeutsch.pdf
25,"Ich stimme den Vorschlägen des Internationalen Klimaschutzabkommen und dem Einhaltungsstand der Vereinbarungen zur Erneuerbare Energien und zu Wasserrecht. Das sind zwei wichtigste Maßnahmen, um die nachrichtenbart auf die Umwandlung ins Netzwerk des .","Kannst du meine Position auf den Widerspruch von Profit und Fortgang beweisen? Das bedeutet, das Wort 'Entscheidendes' müssten Sie auf die richtige Seite verschieben!",nicht kooperieren,kooperieren,Ich will nur auf zwei markante Positionen eingehen.,"Sie konzentriert sich auf die Arbeitseigenschaften des institutionellen Rahmens, in dem das Streben nach Profit stattfindet.",HomannTheorieaufrissDerWirtschaftsethik.pdf,AnOrdnomoicApproachToBusinessEthicsPiesDeutsch.pdf
